Mother_Education,Mother_Weight_Gain,Pre-pregnancy_Diabetes,Pre-pregnancy_Hypertension,Bin_Five_min_APGAR_score_code,Average_Age_Mother_years,Average_Birth_Weight_grams,Average_Prenatal_Visits,Average_OE_Gestational_Age_weeks,Average_Pre-pregnancy_BMI
"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",24 lbs,Yes,No,1,34.42,3282.08,14.5,38.03,25.6
8th grade or less,25 lbs,Yes,No,0,38,600,9,23,42
8th grade or less,25 lbs,Yes,No,0,32,4234,12,39,29.3
8th grade or less,25 lbs,Yes,No,1,34,1400,15,30,29.3
8th grade or less,25 lbs,Yes,No,1,36.2,3507.4,12,37,27.94
8th grade or less,25 lbs,Yes,No,1,30.15,3427.69,10.69,36.46,29.03
8th grade or less,25 lbs,Yes,No,1,32.87,3485.57,12.77,37.7,29.79
8th grade or less,25 lbs,Yes,No,1,29,3230,11,37,28.3
9th through 12th grade with no diploma,25 lbs,Yes,No,0,24,3065.5,8.5,36,43.35
9th through 12th grade with no diploma,25 lbs,Yes,No,0,28.5,2706.5,14.75,36,34.17
9th through 12th grade with no diploma,25 lbs,Yes,No,1,27,3218.67,11.67,37,27.17
9th through 12th grade with no diploma,25 lbs,Yes,No,1,30,2075,7.25,32.5,35.12
9th through 12th grade with no diploma,25 lbs,Yes,No,1,30.73,3108.33,10.87,35.07,33.49
9th through 12th grade with no diploma,25 lbs,Yes,No,1,29.69,3316.35,11.85,36.94,32.84
9th through 12th grade with no diploma,25 lbs,Yes,No,1,29.94,3343.6,12.46,37.47,31.19
9th through 12th grade with no diploma,25 lbs,Yes,No,1,30.75,3338,13.5,38.5,37.8
High school graduate or GED completed,25 lbs,Yes,No,0,30,2340,8.5,34,27.15
High school graduate or GED completed,25 lbs,Yes,No,0,29.33,1706.67,10.33,30.33,25.97
High school graduate or GED completed,25 lbs,Yes,No,0,21,3080,8,37,32.3
High school graduate or GED completed,25 lbs,Yes,No,0,24.5,2806.5,22,37,32.85
High school graduate or GED completed,25 lbs,Yes,No,0,30.43,3184.29,8.67,36,27.7
High school graduate or GED completed,25 lbs,Yes,No,1,25.14,2843.29,7.29,35.43,29.21
High school graduate or GED completed,25 lbs,Yes,No,1,24.75,2993.5,11.5,34.75,33.88
High school graduate or GED completed,25 lbs,Yes,No,1,27.86,3141.17,12.11,35.26,32.01
High school graduate or GED completed,25 lbs,Yes,No,1,29.82,3298.24,12.85,36.34,31.93
High school graduate or GED completed,25 lbs,Yes,No,1,28.87,3395.89,13.41,37.53,31.1
High school graduate or GED completed,25 lbs,Yes,No,1,25.5,3335.12,8.5,36.88,34.85
"Some college credit, but not a degree",25 lbs,Yes,No,0,37,4212,11,39,31.8
"Some college credit, but not a degree",25 lbs,Yes,No,0,29.5,2314.5,12,33.5,30.15
"Some college credit, but not a degree",25 lbs,Yes,No,0,21,4253,20,38,28.3
"Some college credit, but not a degree",25 lbs,Yes,No,1,24,1968,8.33,31,24.83
"Some college credit, but not a degree",25 lbs,Yes,No,1,28.7,3014.2,9.11,34.6,32.05
"Some college credit, but not a degree",25 lbs,Yes,No,1,30.23,2751.85,11.77,34.69,32.5
"Some college credit, but not a degree",25 lbs,Yes,No,1,28.93,3254.21,13.07,36.3,32.09
"Some college credit, but not a degree",25 lbs,Yes,No,1,30.98,3386.9,13.48,37.74,31.87
"Some college credit, but not a degree",25 lbs,Yes,No,1,27,3313.5,17.25,37.5,34.5
"Associate degree (AA, AS)",25 lbs,Yes,No,0,35,624,1,24,25.8
"Associate degree (AA, AS)",25 lbs,Yes,No,0,37,3720,9,39,22.2
"Associate degree (AA, AS)",25 lbs,Yes,No,0,29,3390,18,36,25
"Associate degree (AA, AS)",25 lbs,Yes,No,1,28,1310,15,31,32.9
"Associate degree (AA, AS)",25 lbs,Yes,No,1,31.2,3115.4,15.2,36.2,30.52
"Associate degree (AA, AS)",25 lbs,Yes,No,1,30.88,2583.19,11.07,34.5,32.24
"Associate degree (AA, AS)",25 lbs,Yes,No,1,30.87,3143.26,12.8,36.16,31.39
"Associate degree (AA, AS)",25 lbs,Yes,No,1,31.99,3291.65,13.71,37.43,32.56
"Associate degree (AA, AS)",25 lbs,Yes,No,1,29,3460.67,8.33,38,31.33
"Bachelor's degree (BA, AB, BS)",25 lbs,Yes,No,0,29,3008,10,39,32.8
"Bachelor's degree (BA, AB, BS)",25 lbs,Yes,No,0,38,3780,3,36,45
"Bachelor's degree (BA, AB, BS)",25 lbs,Yes,No,0,29.33,3333,13.33,36.67,28.4
"Bachelor's degree (BA, AB, BS)",25 lbs,Yes,No,1,32,2046.75,10.25,32.25,34.27
"Bachelor's degree (BA, AB, BS)",25 lbs,Yes,No,1,37.6,2199.4,12.25,33.4,39.1
"Bachelor's degree (BA, AB, BS)",25 lbs,Yes,No,1,32.1,3095.1,13.33,35.85,29.43
"Bachelor's degree (BA, AB, BS)",25 lbs,Yes,No,1,32.93,3321.23,15.04,37.03,30.71
"Bachelor's degree (BA, AB, BS)",25 lbs,Yes,No,1,32.55,3385.02,13.31,37.83,29.35
"Bachelor's degree (BA, AB, BS)",25 lbs,Yes,No,1,32.5,3429.5,12.75,38.75,28.25
"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",25 lbs,Yes,No,1,31,3086,19.67,34.33,30.23
"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",25 lbs,Yes,No,1,30.67,2722.33,10.33,34.67,25.3
"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",25 lbs,Yes,No,1,33.08,3352.88,13.72,37.12,27.16
"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",25 lbs,Yes,No,1,34,3472.7,13.87,37.98,28.49
"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",25 lbs,Yes,No,1,36,3300,7,40,25
"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",25 lbs,Yes,No,1,28,2525,9,36,19.4
"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",25 lbs,Yes,No,1,33.7,3108.8,12.7,36.9,28.07
"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",25 lbs,Yes,No,1,34.92,3222.94,13.79,37.67,27.12
"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",25 lbs,Yes,No,1,37,3816.5,15,38,29.65
8th grade or less,26 lbs,Yes,No,0,35,4445,11,37,37.7
8th grade or less,26 lbs,Yes,No,0,42,2240,2,31,34
8th grade or less,26 lbs,Yes,No,1,35.33,4304.67,17,37.67,29.17
8th grade or less,26 lbs,Yes,No,1,31.46,3519.08,12.23,36.62,29.65
8th grade or less,26 lbs,Yes,No,1,33.92,3403.53,13.81,37.57,29.75
9th through 12th grade with no diploma,26 lbs,Yes,No,0,43,2995,7,37,35.5
9th through 12th grade with no diploma,26 lbs,Yes,No,0,26,1500,1,28,20.8
9th through 12th grade with no diploma,26 lbs,Yes,No,0,27,2012,8,32,29.2
9th through 12th grade with no diploma,26 lbs,Yes,No,1,25.2,2959,10.5,35.2,36.38
9th through 12th grade with no diploma,26 lbs,Yes,No,1,30.75,2342.5,14,35.25,32.65
9th through 12th grade with no diploma,26 lbs,Yes,No,1,23.92,3277.5,10.82,36.75,29.35
9th through 12th grade with no diploma,26 lbs,Yes,No,1,29.26,3238.09,12.06,36.14,31.92
9th through 12th grade with no diploma,26 lbs,Yes,No,1,29.06,3298.42,12.25,37.45,30.67
High school graduate or GED completed,26 lbs,Yes,No,0,27.5,3659.5,18,35.5,44.8
High school graduate or GED completed,26 lbs,Yes,No,0,35,4430,13,38,25.4
High school graduate or GED completed,26 lbs,Yes,No,0,33,3260,20,38,33.3
High school graduate or GED completed,26 lbs,Yes,No,1,26.56,2983.89,16.11,36.67,30.63
High school graduate or GED completed,26 lbs,Yes,No,1,33.12,3268.75,11.75,35.88,31.91
High school graduate or GED completed,26 lbs,Yes,No,1,28.75,3045.83,13.04,35.54,31.06
High school graduate or GED completed,26 lbs,Yes,No,1,29.61,3374.45,12.48,36.66,31.49
High school graduate or GED completed,26 lbs,Yes,No,1,29.69,3401.6,13.26,37.6,31.68
High school graduate or GED completed,26 lbs,Yes,No,1,30.12,3778.25,15.14,38.88,31.33
"Some college credit, but not a degree",26 lbs,Yes,No,0,26,2250,15,35,25.6
"Some college credit, but not a degree",26 lbs,Yes,No,1,26.2,3229.8,13.2,35.4,34.08
"Some college credit, but not a degree",26 lbs,Yes,No,1,30.33,2742.83,11.67,34.17,32.7
"Some college credit, but not a degree",26 lbs,Yes,No,1,29.5,2423.68,11.52,33.41,30.98
"Some college credit, but not a degree",26 lbs,Yes,No,1,29.4,3342.42,12.88,36.55,31.89
"Some college credit, but not a degree",26 lbs,Yes,No,1,30.31,3342.55,13.75,37.46,32.17
"Some college credit, but not a degree",26 lbs,Yes,No,1,30.4,3311.4,11.2,38.4,35.78
"Associate degree (AA, AS)",26 lbs,Yes,No,1,35.5,3005,9,37,25.75
"Associate degree (AA, AS)",26 lbs,Yes,No,1,28.75,3145.5,14.75,35.75,26.5
"Associate degree (AA, AS)",26 lbs,Yes,No,1,31.55,2938.09,15.18,35,33.81
"Associate degree (AA, AS)",26 lbs,Yes,No,1,31.88,3589.92,15.24,37.2,32.34
"Associate degree (AA, AS)",26 lbs,Yes,No,1,32.53,3392.65,13.06,37.63,30.28
"Associate degree (AA, AS)",26 lbs,Yes,No,1,32.33,3449.33,12,38.67,29.47
"Bachelor's degree (BA, AB, BS)",26 lbs,Yes,No,0,40,3460,15,37,29.5
"Bachelor's degree (BA, AB, BS)",26 lbs,Yes,No,0,28,3244,11,37,24.3
"Bachelor's degree (BA, AB, BS)",26 lbs,Yes,No,1,37,3250,10,35,28.3
"Bachelor's degree (BA, AB, BS)",26 lbs,Yes,No,1,31.67,3336.67,11.33,38.67,25.17
"Bachelor's degree (BA, AB, BS)",26 lbs,Yes,No,1,31.44,2774.22,14.67,34.33,29.54
"Bachelor's degree (BA, AB, BS)",26 lbs,Yes,No,1,32.31,3013.41,12.71,36.18,28.15
"Bachelor's degree (BA, AB, BS)",26 lbs,Yes,No,1,32.2,3375.11,13.35,37.92,28.25
"Bachelor's degree (BA, AB, BS)",26 lbs,Yes,No,1,33,3250,30,39,38.6
"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",26 lbs,Yes,No,0,30,4170,8,36,35.2
"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",26 lbs,Yes,No,0,38,1763.5,7,30.5,28.1
"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",26 lbs,Yes,No,1,35,2520,20,41,23.4
"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",26 lbs,Yes,No,1,34.67,2803.17,12.5,34.33,35.12
"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",26 lbs,Yes,No,1,32.61,2903.26,11.26,36.3,26.83
"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",26 lbs,Yes,No,1,33.53,3288.13,12.63,37.73,28.7
"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",26 lbs,Yes,No,1,36,3449,19.33,39.33,32.8
"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",26 lbs,Yes,No,1,34.75,3439.25,15,38.12,27.53
"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",26 lbs,Yes,No,1,35.8,3198.27,13.53,37.7,26.83
8th grade or less,27 lbs,Yes,No,0,23,2920,6,34,22.1
8th grade or less,27 lbs,Yes,No,1,35.6,3548.2,8.2,35.6,29.48
8th grade or less,27 lbs,Yes,No,1,34.64,3323.09,14.55,37.18,31.22
8th grade or less,27 lbs,Yes,No,1,32.54,3518.59,12.59,38.22,30.53
8th grade or less,27 lbs,Yes,No,1,33,3712.5,11.5,37,36.8
9th through 12th grade with no diploma,27 lbs,Yes,No,0,23.75,2135.25,11.25,30.5,33.15
9th through 12th grade with no diploma,27 lbs,Yes,No,0,33,3588,16.67,37,31.8
9th through 12th grade with no diploma,27 lbs,Yes,No,1,26.67,2404,6.67,34,28.5
9th through 12th grade with no diploma,27 lbs,Yes,No,1,30.5,3571,9,37.5,49.15
9th through 12th grade with no diploma,27 lbs,Yes,No,1,24.8,3042,10.6,34.4,30.24
9th through 12th grade with no diploma,27 lbs,Yes,No,1,28,3207.08,11.21,36.36,30.62
9th through 12th grade with no diploma,27 lbs,Yes,No,1,28.9,3353.19,12.55,37.56,30.22
High school graduate or GED completed,27 lbs,Yes,No,0,29.67,2582.33,10,30,27.07
High school graduate or GED completed,27 lbs,Yes,No,0,20,3376,3,36,32.5
High school graduate or GED completed,27 lbs,Yes,No,0,37.5,2003.5,6.5,32,22.6
High school graduate or GED completed,27 lbs,Yes,No,1,27.5,2570,12,32,37.95
High school graduate or GED completed,27 lbs,Yes,No,1,27.5,2534.38,10.25,34.88,34.5
High school graduate or GED completed,27 lbs,Yes,No,1,27.29,2942.21,13.23,35.29,28.85
High school graduate or GED completed,27 lbs,Yes,No,1,28.61,3339.76,13.35,36.64,32.56
High school graduate or GED completed,27 lbs,Yes,No,1,28.59,3352.31,13.2,37.51,31.48
High school graduate or GED completed,27 lbs,Yes,No,1,26.17,3469.83,13.67,38.83,28.75
"Some college credit, but not a degree",27 lbs,Yes,No,0,28,1772.8,10.8,26.6,32.2
"Some college credit, but not a degree",27 lbs,Yes,No,0,34.5,3070.5,18,36.5,43.8
"Some college credit, but not a degree",27 lbs,Yes,No,0,28,870,11,27,29.5
"Some college credit, but not a degree",27 lbs,Yes,No,1,29.12,3187.5,12.75,35,29.77
"Some college credit, but not a degree",27 lbs,Yes,No,1,28.89,2999,16,35.22,30.7
"Some college credit, but not a degree",27 lbs,Yes,No,1,29,3258.2,11.53,36.47,29.99
"Some college credit, but not a degree",27 lbs,Yes,No,1,29.33,3247.12,13.54,36.73,31.69
"Some college credit, but not a degree",27 lbs,Yes,No,1,29.98,3384.16,13.41,37.46,32.04
"Some college credit, but not a degree",27 lbs,Yes,No,1,31.38,3101.38,9.75,37.25,30.46
"Associate degree (AA, AS)",27 lbs,Yes,No,0,33,3742,18,37,48.3
"Associate degree (AA, AS)",27 lbs,Yes,No,0,31,3019.5,17.5,35.5,26.2
"Associate degree (AA, AS)",27 lbs,Yes,No,0,30,5080,10,38,43
"Associate degree (AA, AS)",27 lbs,Yes,No,1,24,2268,15,35,28.3
"Associate degree (AA, AS)",27 lbs,Yes,No,1,28,3742,12,35,51.2
"Associate degree (AA, AS)",27 lbs,Yes,No,1,33,3514.83,13.67,36.5,32.35
"Associate degree (AA, AS)",27 lbs,Yes,No,1,32.03,3608.87,15.69,37.43,30.91
"Associate degree (AA, AS)",27 lbs,Yes,No,1,32.05,3380.51,14.72,37.77,31.04
"Associate degree (AA, AS)",27 lbs,Yes,No,1,32.5,3170,11.5,37.5,31.85
"Bachelor's degree (BA, AB, BS)",27 lbs,Yes,No,0,34,3629,15,35,40.3
"Bachelor's degree (BA, AB, BS)",27 lbs,Yes,No,0,28,2600,11,38,21.4
"Bachelor's degree (BA, AB, BS)",27 lbs,Yes,No,1,34,2830,18,39,38.3
"Bachelor's degree (BA, AB, BS)",27 lbs,Yes,No,1,35,910,10,28,28.4
"Bachelor's degree (BA, AB, BS)",27 lbs,Yes,No,1,33.09,3078.45,10.8,36.55,26.37
"Bachelor's degree (BA, AB, BS)",27 lbs,Yes,No,1,32.33,3312.7,13.85,36.98,29.2
"Bachelor's degree (BA, AB, BS)",27 lbs,Yes,No,1,32.22,3442.09,13.64,37.95,27.68
"Bachelor's degree (BA, AB, BS)",27 lbs,Yes,No,1,32.17,3825.17,13.83,38.5,24.3
"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",27 lbs,Yes,No,0,37,1475,16,33,27
"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",27 lbs,Yes,No,1,24.5,3770,27,38,26
"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",27 lbs,Yes,No,1,35.5,3597,16,38,25.07
"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",27 lbs,Yes,No,1,33.5,3010.12,12.62,36.44,28.36
"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",27 lbs,Yes,No,1,33.54,3285.46,13.56,37.92,27.86
"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",27 lbs,Yes,No,1,33.8,3654.2,13.6,39,26.4
"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",27 lbs,Yes,No,1,37,3520,11,38,23
"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",27 lbs,Yes,No,1,31.5,3330,10.5,39,24.1
"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",27 lbs,Yes,No,1,35.86,3535.14,14.93,38,28.09
8th grade or less,28 lbs,Yes,No,1,33,2948,14,37,28.9
8th grade or less,28 lbs,Yes,No,1,33,3445.33,10,36.67,40.8
8th grade or less,28 lbs,Yes,No,1,35,3521.5,10.5,36.75,32.3
8th grade or less,28 lbs,Yes,No,1,32.92,3421,15.23,37.15,29.95
8th grade or less,28 lbs,Yes,No,1,33.27,3416.39,14.38,37.81,30.19
8th grade or less,28 lbs,Yes,No,1,37.5,3626,14,38,29
9th through 12th grade with no diploma,28 lbs,Yes,No,1,35,2052.5,7,30.5,32.65
9th through 12th grade with no diploma,28 lbs,Yes,No,1,27.56,3315,11.22,36.33,27.94
9th through 12th grade with no diploma,28 lbs,Yes,No,1,21.2,2701,15.4,35.8,28.2
9th through 12th grade with no diploma,28 lbs,Yes,No,1,29.25,3331.64,13.23,36.94,29.9
9th through 12th grade with no diploma,28 lbs,Yes,No,1,28.6,3321.06,13.04,37.16,30.2
9th through 12th grade with no diploma,28 lbs,Yes,No,1,21,2560,0,38,22.5
High school graduate or GED completed,28 lbs,Yes,No,0,40,3289,8,34,31.9
High school graduate or GED completed,28 lbs,Yes,No,0,22,927.5,6,25.5,30.85
High school graduate or GED completed,28 lbs,Yes,No,0,30,2230,12.5,34.5,28
High school graduate or GED completed,28 lbs,Yes,No,0,21,690,5,23,36.8
High school graduate or GED completed,28 lbs,Yes,No,1,31.2,2696.6,8.8,33.8,29.5
High school graduate or GED completed,28 lbs,Yes,No,1,26.89,3060.89,13,35.56,36.57
High school graduate or GED completed,28 lbs,Yes,No,1,29.45,3080,12.3,35.15,33.44
High school graduate or GED completed,28 lbs,Yes,No,1,28.39,3252.17,11.63,36.22,31.1
High school graduate or GED completed,28 lbs,Yes,No,1,29.33,3345.56,13.2,37.51,31.69
High school graduate or GED completed,28 lbs,Yes,No,1,30.57,3430.43,14.43,37.43,35.59
"Some college credit, but not a degree",28 lbs,Yes,No,0,27,680,5.5,24.5,22.4
"Some college credit, but not a degree",28 lbs,Yes,No,0,30.25,2901.5,8.75,33.5,41.1
"Some college credit, but not a degree",28 lbs,Yes,No,0,29.4,2495.6,12.25,33.8,33.24
"Some college credit, but not a degree",28 lbs,Yes,No,0,32,3810,12,34,32.45
"Some college credit, but not a degree",28 lbs,Yes,No,1,30.83,3441.17,11.83,34.5,38.05
"Some college credit, but not a degree",28 lbs,Yes,No,1,28.55,3374.45,11.6,35.91,29.85
"Some college credit, but not a degree",28 lbs,Yes,No,1,30.47,3083.13,14.47,35.6,30.87
"Some college credit, but not a degree",28 lbs,Yes,No,1,30.2,3222.61,13.35,36.44,30.61
"Some college credit, but not a degree",28 lbs,Yes,No,1,30.14,3322.06,12.95,37.43,31.98
"Some college credit, but not a degree",28 lbs,Yes,No,1,30.29,2808.57,16.43,36.14,31.87
"Associate degree (AA, AS)",28 lbs,Yes,No,0,36,5650,15,37,27.5
"Associate degree (AA, AS)",28 lbs,Yes,No,0,37,1583.5,8.5,28.5,27.1
"Associate degree (AA, AS)",28 lbs,Yes,No,0,36.5,2042.5,15,32,40.45
"Associate degree (AA, AS)",28 lbs,Yes,No,0,27.5,4337.5,16.5,37,40.35
"Associate degree (AA, AS)",28 lbs,Yes,No,1,26,3771,16,37,28.5
"Associate degree (AA, AS)",28 lbs,Yes,No,1,27.5,3764,14.5,37.5,30.5
"Associate degree (AA, AS)",28 lbs,Yes,No,1,34.44,3164.33,12.56,36.33,35.24
"Associate degree (AA, AS)",28 lbs,Yes,No,1,31.52,3729.52,13.95,37.14,30.11
"Associate degree (AA, AS)",28 lbs,Yes,No,1,30.8,3440.85,13.64,37.61,31.58
"Associate degree (AA, AS)",28 lbs,Yes,No,1,38.5,3707,12.5,38.5,27.75
"Bachelor's degree (BA, AB, BS)",28 lbs,Yes,No,0,34.5,3685.5,12,38,37.4
"Bachelor's degree (BA, AB, BS)",28 lbs,Yes,No,0,32,2466,18,37,29.9
"Bachelor's degree (BA, AB, BS)",28 lbs,Yes,No,0,30,5050,13,39,35.5
"Bachelor's degree (BA, AB, BS)",28 lbs,Yes,No,1,34.5,3219.5,10.5,35,33.3
"Bachelor's degree (BA, AB, BS)",28 lbs,Yes,No,1,31.22,2763,15.33,34.56,27.79
"Bachelor's degree (BA, AB, BS)",28 lbs,Yes,No,1,33.21,3069.97,13.88,36.61,28.37
"Bachelor's degree (BA, AB, BS)",28 lbs,Yes,No,1,32.9,3425.52,13.85,37.8,28.45
"Bachelor's degree (BA, AB, BS)",28 lbs,Yes,No,1,30.33,3349,15.33,37.67,27.5
"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",28 lbs,Yes,No,1,38.5,3197,10,36,19.75
"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",28 lbs,Yes,No,1,37.5,2314,18,29.5,34.5
"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",28 lbs,Yes,No,1,30.75,3786.25,13.5,36.75,33.27
"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",28 lbs,Yes,No,1,35.47,3281.65,12.59,37,28.04
"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",28 lbs,Yes,No,1,33.38,3328.43,13.99,37.78,28.13
"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",28 lbs,Yes,No,1,35.5,3817,7,38,32.45
"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",28 lbs,Yes,No,0,29,2945,11,39,24.5
"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",28 lbs,Yes,No,1,35,4508,12,34,37.9
"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",28 lbs,Yes,No,1,38,1588,6,30,29
"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",28 lbs,Yes,No,1,31.4,2947.2,11.2,37.2,26.34
"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",28 lbs,Yes,No,1,34.84,3374.57,13.49,38.14,27.86
"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",28 lbs,Yes,No,1,30.5,2870,17.5,39,23.75
8th grade or less,29 lbs,Yes,No,0,39,3070,0,38,30.2
8th grade or less,29 lbs,Yes,No,1,38,4111,10,34,32.9
8th grade or less,29 lbs,Yes,No,1,26.33,3553,8,37.33,29.27
8th grade or less,29 lbs,Yes,No,1,32.25,4111,12.25,37.25,26.82
8th grade or less,29 lbs,Yes,No,1,35.14,3152.57,10.17,35.86,25.63
8th grade or less,29 lbs,Yes,No,1,34.74,3496.01,13.62,37.64,29.67
9th through 12th grade with no diploma,29 lbs,Yes,No,0,18,3033,10,37,20
9th through 12th grade with no diploma,29 lbs,Yes,No,0,24,1361,5,29,25.5
9th through 12th grade with no diploma,29 lbs,Yes,No,0,27,590,0,23,25.7
9th through 12th grade with no diploma,29 lbs,Yes,No,0,38,1505,11.5,36,37.5
9th through 12th grade with no diploma,29 lbs,Yes,No,1,29.67,2927.67,23,36.67,26.5
9th through 12th grade with no diploma,29 lbs,Yes,No,1,38,3969,9,36,35.9
9th through 12th grade with no diploma,29 lbs,Yes,No,1,34.67,2927.33,11.6,35.33,31.78
9th through 12th grade with no diploma,29 lbs,Yes,No,1,27.34,3422.52,12.48,37.34,30.31
9th through 12th grade with no diploma,29 lbs,Yes,No,1,29.46,3346.57,12.66,37.68,30.39
High school graduate or GED completed,29 lbs,Yes,No,0,39,5170,10,37,43.8
High school graduate or GED completed,29 lbs,Yes,No,0,24.33,1393.33,5,26.33,32.23
High school graduate or GED completed,29 lbs,Yes,No,0,33,2600,7.67,34,33.77
High school graduate or GED completed,29 lbs,Yes,No,1,29.8,2749.5,12.5,34.5,27.18
High school graduate or GED completed,29 lbs,Yes,No,1,27,2110.2,15,32,39.84
High school graduate or GED completed,29 lbs,Yes,No,1,27.94,3084.65,15.65,36.18,32.95
High school graduate or GED completed,29 lbs,Yes,No,1,29.6,3181.25,11.9,36.41,30.9
High school graduate or GED completed,29 lbs,Yes,No,1,29.24,3401.73,12.96,37.48,30.95
High school graduate or GED completed,29 lbs,Yes,No,1,29.5,3289.25,14,38.75,28.92
"Some college credit, but not a degree",29 lbs,Yes,No,0,35,320,5,21,30.3
"Some college credit, but not a degree",29 lbs,Yes,No,0,29.67,4729.33,8,37,33.13
"Some college credit, but not a degree",29 lbs,Yes,No,0,23.5,2510,10,33.5,26.95
"Some college credit, but not a degree",29 lbs,Yes,No,1,28.5,1731.5,5.5,32,34.4
"Some college credit, but not a degree",29 lbs,Yes,No,1,30,2711.67,11.83,32.5,35.5
"Some college credit, but not a degree",29 lbs,Yes,No,1,28.21,3088,13.95,34.58,28.89
"Some college credit, but not a degree",29 lbs,Yes,No,1,26.82,3281.52,14.14,36.65,31.99
"Some college credit, but not a degree",29 lbs,Yes,No,1,29.79,3352.89,14.16,37.48,31.03
"Some college credit, but not a degree",29 lbs,Yes,No,1,35.33,4039,17.33,38.33,34.2
"Associate degree (AA, AS)",29 lbs,Yes,No,0,36,2130,12,33,38.1
"Associate degree (AA, AS)",29 lbs,Yes,No,0,32,2240.5,6.5,33.5,25.3
"Associate degree (AA, AS)",29 lbs,Yes,No,1,28,2735.5,12.5,33.5,28.45
"Associate degree (AA, AS)",29 lbs,Yes,No,1,27.5,2733.5,13.25,34.75,30.2
"Associate degree (AA, AS)",29 lbs,Yes,No,1,29.56,3177,14,36.67,30.48
"Associate degree (AA, AS)",29 lbs,Yes,No,1,30.6,3511.05,13.45,36.6,31.71
"Associate degree (AA, AS)",29 lbs,Yes,No,1,32.13,3354.7,13.28,37.36,30.28
"Associate degree (AA, AS)",29 lbs,Yes,No,1,32.33,3242.67,17.33,38.33,28.6
"Bachelor's degree (BA, AB, BS)",29 lbs,Yes,No,0,29,3560,6,35,36.8
"Bachelor's degree (BA, AB, BS)",29 lbs,Yes,No,1,39.5,2375,14,33,30.25
"Bachelor's degree (BA, AB, BS)",29 lbs,Yes,No,1,29.67,3588.33,11.67,35.67,27
"Bachelor's degree (BA, AB, BS)",29 lbs,Yes,No,1,31.45,2936,11.45,35.55,27.35
"Bachelor's degree (BA, AB, BS)",29 lbs,Yes,No,1,33.53,3239.06,13.54,36.78,29.83
"Bachelor's degree (BA, AB, BS)",29 lbs,Yes,No,1,32.31,3398.34,13.99,37.6,28.47
"Bachelor's degree (BA, AB, BS)",29 lbs,Yes,No,1,31.5,3618,14.17,37.67,23.75
"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",29 lbs,Yes,No,1,36,2211,5,34,19.8
"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",29 lbs,Yes,No,1,34.25,3090.75,15,38.5,24.7
"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",29 lbs,Yes,No,1,32.64,3438,12.91,36.82,28.12
"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",29 lbs,Yes,No,1,34.21,3326.89,13.34,37.97,27.41
